CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50258	LNR (Lin-12/Notch) repeat profile.	500	541	15.617	T	16-04-2018	IPR000800	Notch domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	228	265	17.368	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	150	188	11.199	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50258	LNR (Lin-12/Notch) repeat profile.	545	576	11.18	T	16-04-2018	IPR000800	Notch domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	282	316	8.44	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	404	443	16.675	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	365	401	15.32	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	926	987	15.592	T	16-04-2018	IPR020683	Ankyrin repeat-containing domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	328	364	19.281	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	107	143	19.955	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50088	Ankyrin repeat profile.	938	970	9.03	T	16-04-2018	IPR002110	Ankyrin repeat
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50258	LNR (Lin-12/Notch) repeat profile.	460	496	13.642	T	16-04-2018	IPR000800	Notch domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	70	105	14.39	T	16-04-2018	IPR000742	EGF-like domain
CBREN.CBN29686	7b7de83852115f88e99b1af6fede8270	1035	ProSiteProfiles	PS50026	EGF-like domain profile.	190	226	20.316	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50088	Ankyrin repeat profile.	953	985	8.71	T	16-04-2018	IPR002110	Ankyrin repeat
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	306	340	8.584	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	427	463	17.409	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50258	LNR (Lin-12/Notch) repeat profile.	520	561	15.367	T	16-04-2018	IPR000800	Notch domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50258	LNR (Lin-12/Notch) repeat profile.	565	591	12.145	T	16-04-2018	IPR000800	Notch domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	22	60	14.509	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	135	171	17.615	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	98	133	14.636	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50258	LNR (Lin-12/Notch) repeat profile.	480	516	14.028	T	16-04-2018	IPR000800	Notch domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50088	Ankyrin repeat profile.	1099	1131	12.075	T	16-04-2018	IPR002110	Ankyrin repeat
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	941	1152	42.946	T	16-04-2018	IPR020683	Ankyrin repeat-containing domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50088	Ankyrin repeat profile.	1022	1057	8.87	T	16-04-2018	IPR002110	Ankyrin repeat
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	178	211	9.184	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	252	289	18.588	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	388	424	20.531	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50088	Ankyrin repeat profile.	1066	1098	12.449	T	16-04-2018	IPR002110	Ankyrin repeat
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	348	386	20.662	T	16-04-2018	IPR000742	EGF-like domain
CJAPO.CJA09628	a04b9ee8dd1204b9b3b7caf44d72a529	1294	ProSiteProfiles	PS50026	EGF-like domain profile.	213	250	22.677	T	16-04-2018	IPR000742	EGF-like domain
CSP31.g17635.t1	3623dd6d3c0db992e2ab31c208935092	1501	ProSiteProfiles	PS50088	Ankyrin repeat profile.	1224	1256	12.636	T	16-04-2018	IPR002110	Ankyrin repeat
CSP31.g17635.t1	3623dd6d3c0db992e2ab31c208935092	1501	ProSiteProfiles	PS50258	LNR (Lin-12/Notch) repeat profile.	736	762	11.435	T	16-04-2018	IPR000800	Notch domain
